Cod. Reg;Regione / Region;Cod. Prov.;Provincia / Province;Comune / Municipality;Cod. Istat;flag;Arrivi / Arrivals;;;;;;;;;;Presenze / Nights spent;;;;;;;;
;;;;;;;"Totale esercizi / 
Total accomm. establishments";;;"Esercizi alberghieri / 
Hotels and similar establishments";;;"Esercizi extra-alberghieri/ 
Other accomm. establishments";;;;"Totale esercizi / 
Total accomm. establishments";;;"Esercizi alberghieri / 
Hotels and similar establishments";;;"Esercizi extra-alberghieri/ 
Other accomm. establishments";;
;;;;;;;Residenti / Residents;Non residenti / Non residents;Totale / Totals;Residenti / Residents;Non residenti / Non residents;Totale / Totals;Residenti / Residents;Non residenti / Non residents;Totale / Totals;;Residenti / Residents;Non residenti / Non residents;Totale / Totals;Residenti / Residents;Non residenti / Non residents;Totale / Totals;Residenti / Residents;Non residenti / Non residents;Totale / Totals
 010 ;PIEMONTE;002;VERCELLI;Scopello;002135;; 3.423 ; 283 ; 3.706 ; 1.738 ; 100 ; 1.838 ; 1.685 ; 183 ; 1.868 ;; 13.402 ; 867 ; 14.269 ; 5.062 ; 225 ; 5.287 ; 8.340 ; 642 ; 8.982 
 010 ;PIEMONTE;002;VERCELLI;Varallo;002156;; 5.405 ; 1.661 ; 7.066 ; 3.153 ; 1.445 ; 4.598 ; 2.252 ; 216 ; 2.468 ;; 24.248 ; 3.829 ; 28.077 ; 6.363 ; 3.220 ; 9.583 ; 17.885 ; 609 ; 18.494 
 010 ;PIEMONTE;002;VERCELLI;Vercelli;002158;; 18.560 ; 6.242 ; 24.802 ; 16.903 ; 5.442 ; 22.345 ; 1.657 ; 800 ; 2.457 ;; 65.241 ; 14.582 ; 79.823 ; 30.132 ; 10.416 ; 40.548 ; 35.109 ; 4.166 ; 39.275 
 010 ;PIEMONTE;002;VERCELLI;Altri comuni della Provincia di VERCELLI; ;; 10.738 ; 3.838 ; 14.576 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 28.483 ; 9.740 ; 38.223 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;002;VERCELLI;; ;; 70.137 ; 26.637 ; 96.774 ; 44.767 ; 14.797 ; 59.564 ; 25.370 ; 11.840 ; 37.210 ;; 217.057 ; 72.199 ; 289.256 ; 94.720 ; 33.634 ; 128.354 ; 122.337 ; 38.565 ; 160.902 
 010 ;PIEMONTE;003;NOVARA;Agrate Conturbia;003001;; 299 ; 1.115 ; 1.414 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 457 ; 3.206 ; 3.663 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Ameno;003002;; 2.201 ; 3.293 ; 5.494 ; 1.494 ; 2.411 ; 3.905 ; 707 ; 882 ; 1.589 ;; 5.193 ; 12.380 ; 17.573 ; 2.733 ; 9.107 ; 11.840 ; 2.460 ; 3.273 ; 5.733 
 010 ;PIEMONTE;003;NOVARA;Armeno;003006;; 2.578 ; 2.936 ; 5.514 ; 871 ; 2.380 ; 3.251 ; 1.707 ; 556 ; 2.263 ;; 6.822 ; 9.047 ; 15.869 ; 1.559 ; 7.257 ; 8.816 ; 5.263 ; 1.790 ; 7.053 
 010 ;PIEMONTE;003;NOVARA;Arona;003008;; 13.874 ; 16.612 ; 30.486 ; 12.949 ; 15.516 ; 28.465 ; 925 ; 1.096 ; 2.021 ;; 31.224 ; 40.586 ; 71.810 ; 23.961 ; 38.222 ; 62.183 ; 7.263 ; 2.364 ; 9.627 
 010 ;PIEMONTE;003;NOVARA;Bogogno;003021;; 424 ; 3.184 ; 3.608 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.153 ; 10.768 ; 11.921 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Borgomanero;003024;; 3.434 ; 1.336 ; 4.770 ; 3.004 ; 1.192 ; 4.196 ; 430 ; 144 ; 574 ;; 6.541 ; 2.515 ; 9.056 ; 5.432 ; 2.193 ; 7.625 ; 1.109 ; 322 ; 1.431 
 010 ;PIEMONTE;003;NOVARA;Cameri;003032;; 16.604 ; 3.265 ; 19.869 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 18.093 ; 4.640 ; 22.733 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Casalino;003040;; 31.487 ; 4.876 ; 36.363 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 32.444 ; 6.035 ; 38.479 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Castelletto sopra Ticino;003043;; 25.483 ; 8.824 ; 34.307 ; 19.261 ; 5.605 ; 24.866 ; 6.222 ; 3.219 ; 9.441 ;; 52.885 ; 31.766 ; 84.651 ; 23.470 ; 16.306 ; 39.776 ; 29.415 ; 15.460 ; 44.875 
 010 ;PIEMONTE;003;NOVARA;Dormelletto;003062;; 20.718 ; 19.967 ; 40.685 ; 6.076 ; 3.675 ; 9.751 ; 14.642 ; 16.292 ; 30.934 ;; 71.687 ; 102.311 ; 173.998 ; 10.795 ; 8.411 ; 19.206 ; 60.892 ; 93.900 ; 154.792 
 010 ;PIEMONTE;003;NOVARA;Galliate;003068;; 1.308 ; 974 ; 2.282 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 4.633 ; 3.351 ; 7.984 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Gattico;003071;; 793 ; 268 ; 1.061 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 3.045 ; 1.548 ; 4.593 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Gozzano;003076;; 1.665 ; 1.201 ; 2.866 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 3.445 ; 2.618 ; 6.063 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Invorio;003082;; 750 ; 558 ; 1.308 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.385 ; 1.302 ; 2.687 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Lesa;003084;; 3.180 ; 9.650 ; 12.830 ; 1.578 ; 3.145 ; 4.723 ; 1.602 ; 6.505 ; 8.107 ;; 7.249 ; 32.342 ; 39.591 ; 2.867 ; 8.698 ; 11.565 ; 4.382 ; 23.644 ; 28.026 
 010 ;PIEMONTE;003;NOVARA;Meina;003095;; 1.758 ; 8.184 ; 9.942 ; 1.454 ; 7.631 ; 9.085 ; 304 ; 553 ; 857 ;; 3.282 ; 30.088 ; 33.370 ; 2.779 ; 28.313 ; 31.092 ; 503 ; 1.775 ; 2.278 
 010 ;PIEMONTE;003;NOVARA;Miasino;003098;; 473 ; 566 ; 1.039 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 754 ; 1.743 ; 2.497 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Nebbiuno;003103;; 701 ; 4.124 ; 4.825 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.187 ; 13.972 ; 15.159 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Novara;003106;; 36.408 ; 17.089 ; 53.497 ; 34.100 ; 16.260 ; 50.360 ; 2.308 ; 829 ; 3.137 ;; 89.337 ; 48.335 ; 137.672 ; 82.044 ; 45.961 ; 128.005 ; 7.293 ; 2.374 ; 9.667 
 010 ;PIEMONTE;003;NOVARA;Oleggio;003108;; 12.522 ; 10.859 ; 23.381 ; 11.907 ; 9.832 ; 21.739 ; 615 ; 1.027 ; 1.642 ;; 18.071 ; 16.621 ; 34.692 ; 16.658 ; 14.903 ; 31.561 ; 1.413 ; 1.718 ; 3.131 
 010 ;PIEMONTE;003;NOVARA;Oleggio Castello;003109;; 3.679 ; 7.300 ; 10.979 ; 3.394 ; 6.855 ; 10.249 ; 285 ; 445 ; 730 ;; 8.537 ; 19.122 ; 27.659 ; 8.016 ; 18.212 ; 26.228 ; 521 ; 910 ; 1.431 
 010 ;PIEMONTE;003;NOVARA;Orta San Giulio;003112;; 16.280 ; 28.665 ; 44.945 ; 10.521 ; 18.725 ; 29.246 ; 5.759 ; 9.940 ; 15.699 ;; 28.313 ; 77.979 ; 106.292 ; 14.193 ; 39.007 ; 53.200 ; 14.120 ; 38.972 ; 53.092 
 010 ;PIEMONTE;003;NOVARA;Pella;003115;; 1.567 ; 614 ; 2.181 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 6.015 ; 1.975 ; 7.990 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Pettenasco;003116;; 7.451 ; 16.247 ; 23.698 ; 4.498 ; 10.707 ; 15.205 ; 2.953 ; 5.540 ; 8.493 ;; 19.046 ; 61.338 ; 80.384 ; 7.346 ; 35.658 ; 43.004 ; 11.700 ; 25.680 ; 37.380 
 010 ;PIEMONTE;003;NOVARA;Pombia;003121;; 553 ; 146 ; 699 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 788 ; 198 ; 986 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Romentino;003131;; 220 ; 2 ; 222 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.073 ; 16 ; 1.089 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;San Maurizio d'Opaglio;003133;; 676 ; 511 ; 1.187 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.248 ; 1.235 ; 2.483 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Suno;003143;; 151 ; 171 ; 322 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.856 ; 884 ; 2.740 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Varallo Pombia;003154;; 2.056 ; 792 ; 2.848 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 7.811 ; 2.261 ; 10.072 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Veruno;003157;; 1.978 ; 969 ; 2.947 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 6.595 ; 3.126 ; 9.721 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;Altri comuni della Provincia di NOVARA; ;; 19.698 ; 10.920 ; 30.618 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 65.877 ; 32.592 ; 98.469 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;003;NOVARA;; ;; 230.969 ; 185.218 ; 416.187 ; 182.618 ; 132.083 ; 314.701 ; 48.351 ; 53.135 ; 101.486 ;; 506.046 ; 575.900 ; 1.081.946 ; 329.088 ; 345.859 ; 674.947 ; 176.958 ; 230.041 ; 406.999 
 010 ;PIEMONTE;004;CUNEO;Acceglio;004001;; 2.252 ; 3.555 ; 5.807 ; 387 ; 519 ; 906 ; 1.865 ; 3.036 ; 4.901 ;; 4.228 ; 5.760 ; 9.988 ; 1.247 ; 1.669 ; 2.916 ; 2.981 ; 4.091 ; 7.072 
 010 ;PIEMONTE;004;CUNEO;Alba;004003;; 37.932 ; 44.752 ; 82.684 ; 25.991 ; 30.041 ; 56.032 ; 11.941 ; 14.711 ; 26.652 ;; 80.968 ; 104.588 ; 185.556 ; 43.187 ; 65.131 ; 108.318 ; 37.781 ; 39.457 ; 77.238 
 010 ;PIEMONTE;004;CUNEO;Albaretto della Torre;004004;; 738 ; 287 ; 1.025 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.651 ; 1.142 ; 2.793 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Bagnolo Piemonte;004009;(a); 1.539 ; 279 ; 1.818 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 4.341 ; 1.796 ; 6.137 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Barbaresco;004011;; 1.639 ; 2.779 ; 4.418 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 2.902 ; 7.001 ; 9.903 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Barge;004012;; 1.536 ; 1.792 ; 3.328 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 2.812 ; 6.761 ; 9.573 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Barolo;004013;; 3.777 ; 6.591 ; 10.368 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 6.158 ; 17.499 ; 23.657 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Bastia Mondovì;004014;; 5.287 ; 14 ; 5.301 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 22.799 ; 20 ; 22.819 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Bellino;004017;; 1.062 ; 77 ; 1.139 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 4.404 ; 77 ; 4.481 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Belvedere Langhe;004018;; 254 ; 115 ; 369 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 818 ; 585 ; 1.403 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Bene Vagienna;004019;; 3.661 ; 1.257 ; 4.918 ; 3.146 ; 1.015 ; 4.161 ; 515 ; 242 ; 757 ;; 6.170 ; 3.793 ; 9.963 ; 5.209 ; 3.271 ; 8.480 ; 961 ; 522 ; 1.483 
 010 ;PIEMONTE;004;CUNEO;Bossolasco;004027;; 532 ; 284 ; 816 ; 347 ; 129 ; 476 ; 185 ; 155 ; 340 ;; 1.585 ; 753 ; 2.338 ; 1.188 ; 384 ; 1.572 ; 397 ; 369 ; 766 
 010 ;PIEMONTE;004;CUNEO;Boves;004028;; 1.170 ; 568 ; 1.738 ; 739 ; 403 ; 1.142 ; 431 ; 165 ; 596 ;; 10.581 ; 1.165 ; 11.746 ; 1.521 ; 602 ; 2.123 ; 9.060 ; 563 ; 9.623 
 010 ;PIEMONTE;004;CUNEO;Bra;004029;; 19.725 ; 12.855 ; 32.580 ; 17.625 ; 12.260 ; 29.885 ; 2.100 ; 595 ; 2.695 ;; 38.821 ; 32.851 ; 71.672 ; 31.398 ; 30.081 ; 61.479 ; 7.423 ; 2.770 ; 10.193 
 010 ;PIEMONTE;004;CUNEO;Busca;004034;; 1.770 ; 672 ; 2.442 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 3.287 ; 2.170 ; 5.457 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Canale;004037;; 3.544 ; 3.859 ; 7.403 ; 2.203 ; 664 ; 2.867 ; 1.341 ; 3.195 ; 4.536 ;; 6.352 ; 8.507 ; 14.859 ; 3.858 ; 1.221 ; 5.079 ; 2.494 ; 7.286 ; 9.780 
 010 ;PIEMONTE;004;CUNEO;Carrù;004043;; 994 ; 32 ; 1.026 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 3.407 ; 65 ; 3.472 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Castellinaldo d'Alba;004051;; 731 ; 1.240 ; 1.971 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.093 ; 3.607 ; 4.700 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Castiglione Falletto;004055;; 1.411 ; 2.850 ; 4.261 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 2.555 ; 8.353 ; 10.908 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Castiglione Tinella;004056;; 473 ; 613 ; 1.086 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 869 ; 1.936 ; 2.805 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Cerretto Langhe;004063;; 323 ; 495 ; 818 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 809 ; 2.130 ; 2.939 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Cervasca;004064;; 377 ; 308 ; 685 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 888 ; 661 ; 1.549 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Ceva;004066;; 4.261 ; 829 ; 5.090 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 12.304 ; 2.107 ; 14.411 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Cherasco;004067;; 15.558 ; 7.913 ; 23.471 ; 13.147 ; 6.975 ; 20.122 ; 2.411 ; 938 ; 3.349 ;; 24.121 ; 17.177 ; 41.298 ; 19.924 ; 14.920 ; 34.844 ; 4.197 ; 2.257 ; 6.454 
 010 ;PIEMONTE;004;CUNEO;Chiusa di Pesio;004068;; 6.032 ; 891 ; 6.923 ; 2.932 ; 791 ; 3.723 ; 3.100 ; 100 ; 3.200 ;; 19.317 ; 2.177 ; 21.494 ; 9.395 ; 2.011 ; 11.406 ; 9.922 ; 166 ; 10.088 
 010 ;PIEMONTE;004;CUNEO;Corneliano d'Alba;004072;; 257 ; 101 ; 358 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.991 ; 367 ; 2.358 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Cortemilia;004073;; 906 ; 2.377 ; 3.283 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.299 ; 9.603 ; 10.902 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Cossano Belbo;004074;; 268 ; 544 ; 812 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 523 ; 2.824 ; 3.347 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Costigliole Saluzzo;004075;; 2.787 ; 1.232 ; 4.019 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 3.971 ; 2.357 ; 6.328 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Cravanzana;004076;; 317 ; 658 ; 975 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 547 ; 1.087 ; 1.634 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Crissolo;004077;; 2.808 ; 1.862 ; 4.670 ; 536 ; 280 ; 816 ; 2.272 ; 1.582 ; 3.854 ;; 3.586 ; 2.009 ; 5.595 ; 1.194 ; 353 ; 1.547 ; 2.392 ; 1.656 ; 4.048 
 010 ;PIEMONTE;004;CUNEO;Cuneo;004078;; 30.182 ; 17.119 ; 47.301 ; 25.410 ; 13.709 ; 39.119 ; 4.772 ; 3.410 ; 8.182 ;; 87.021 ; 38.309 ; 125.330 ; 52.765 ; 28.906 ; 81.671 ; 34.256 ; 9.403 ; 43.659 
 010 ;PIEMONTE;004;CUNEO;Demonte;004079;; 3.847 ; 1.727 ; 5.574 ; 898 ; 863 ; 1.761 ; 2.949 ; 864 ; 3.813 ;; 15.016 ; 3.547 ; 18.563 ; 1.403 ; 1.455 ; 2.858 ; 13.613 ; 2.092 ; 15.705 
 010 ;PIEMONTE;004;CUNEO;Diano d'Alba;004080;; 1.921 ; 1.816 ; 3.737 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 3.227 ; 5.190 ; 8.417 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Dogliani;004081;; 2.721 ; 2.140 ; 4.861 ; 1.078 ; 742 ; 1.820 ; 1.643 ; 1.398 ; 3.041 ;; 4.240 ; 6.443 ; 10.683 ; 1.774 ; 1.781 ; 3.555 ; 2.466 ; 4.662 ; 7.128 
 010 ;PIEMONTE;004;CUNEO;Dronero;004082;; 2.055 ; 1.267 ; 3.322 ; 1.697 ; 847 ; 2.544 ; 358 ; 420 ; 778 ;; 4.912 ; 2.732 ; 7.644 ; 4.256 ; 1.886 ; 6.142 ; 656 ; 846 ; 1.502 
 010 ;PIEMONTE;004;CUNEO;Entracque;004084;; 5.724 ; 3.569 ; 9.293 ; 1.008 ; 171 ; 1.179 ; 4.716 ; 3.398 ; 8.114 ;; 16.464 ; 13.001 ; 29.465 ; 2.850 ; 498 ; 3.348 ; 13.614 ; 12.503 ; 26.117 
 010 ;PIEMONTE;004;CUNEO;Farigliano;004086;; 703 ; 447 ; 1.150 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.008 ; 1.032 ; 2.040 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Fossano;004089;; 15.539 ; 5.012 ; 20.551 ; 15.123 ; 4.787 ; 19.910 ; 416 ; 225 ; 641 ;; 48.813 ; 12.787 ; 61.600 ; 48.218 ; 12.366 ; 60.584 ; 595 ; 421 ; 1.016 
 010 ;PIEMONTE;004;CUNEO;Frabosa Soprana;004090;; 5.821 ; 738 ; 6.559 ; 5.320 ; 721 ; 6.041 ; 501 ; 17 ; 518 ;; 20.826 ; 2.146 ; 22.972 ; 18.611 ; 2.096 ; 20.707 ; 2.215 ; 50 ; 2.265 
 010 ;PIEMONTE;004;CUNEO;Frabosa Sottana;004091;; 18.823 ; 2.300 ; 21.123 ; 6.631 ; 991 ; 7.622 ; 12.192 ; 1.309 ; 13.501 ;; 78.380 ; 10.355 ; 88.735 ; 23.802 ; 5.102 ; 28.904 ; 54.578 ; 5.253 ; 59.831 
 010 ;PIEMONTE;004;CUNEO;Garessio;004095;; 213 ; 61 ; 274 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.185 ; 175 ; 1.360 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Govone;004099;; 897 ; 818 ; 1.715 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.514 ; 2.481 ; 3.995 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Guarene;004101;; 5.856 ; 3.657 ; 9.513 ; 3.106 ; 2.197 ; 5.303 ; 2.750 ; 1.460 ; 4.210 ;; 10.250 ; 8.855 ; 19.105 ; 4.424 ; 4.920 ; 9.344 ; 5.826 ; 3.935 ; 9.761 
 010 ;PIEMONTE;004;CUNEO;La Morra;004105;; 6.509 ; 11.954 ; 18.463 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 11.618 ; 31.048 ; 42.666 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Limone Piemonte;004110;; 13.725 ; 6.843 ; 20.568 ; 10.592 ; 5.635 ; 16.227 ; 3.133 ; 1.208 ; 4.341 ;; 58.635 ; 24.475 ; 83.110 ; 40.188 ; 15.718 ; 55.906 ; 18.447 ; 8.757 ; 27.204 
 010 ;PIEMONTE;004;CUNEO;Macra;004112;; 352 ; 191 ; 543 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.102 ; 396 ; 1.498 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Mango;004115;; 698 ; 971 ; 1.669 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.222 ; 3.368 ; 4.590 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Manta;004116;; 1.224 ; 276 ; 1.500 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 3.960 ; 571 ; 4.531 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Marmora;004119;; 647 ; 728 ; 1.375 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.444 ; 4.143 ; 5.587 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Mondovì;004130;; 8.737 ; 4.549 ; 13.286 ; 6.717 ; 3.567 ; 10.284 ; 2.020 ; 982 ; 3.002 ;; 25.349 ; 14.868 ; 40.217 ; 19.612 ; 12.288 ; 31.900 ; 5.737 ; 2.580 ; 8.317 
 010 ;PIEMONTE;004;CUNEO;Monforte d'Alba;004132;; 4.006 ; 9.007 ; 13.013 ; 952 ; 4.421 ; 5.373 ; 3.054 ; 4.586 ; 7.640 ;; 5.696 ; 22.986 ; 28.682 ; 1.463 ; 10.141 ; 11.604 ; 4.233 ; 12.845 ; 17.078 
 010 ;PIEMONTE;004;CUNEO;Montà;004133;; 552 ; 303 ; 855 ; 217 ; 181 ; 398 ; 335 ; 122 ; 457 ;; 1.227 ; 1.091 ; 2.318 ; 366 ; 362 ; 728 ; 861 ; 729 ; 1.590 
 010 ;PIEMONTE;004;CUNEO;Montelupo Albese;004137;; 1.886 ; 1.244 ; 3.130 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 5.465 ; 4.702 ; 10.167 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Monticello d'Alba;004142;; 938 ; 296 ; 1.234 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 2.202 ; 476 ; 2.678 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Murazzano;004145;; 95 ; 257 ; 352 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 123 ; 1.068 ; 1.191 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Narzole;004147;; 1.983 ; 1.026 ; 3.009 ; 1.412 ; 365 ; 1.777 ; 571 ; 661 ; 1.232 ;; 4.912 ; 3.350 ; 8.262 ; 3.427 ; 929 ; 4.356 ; 1.485 ; 2.421 ; 3.906 
 010 ;PIEMONTE;004;CUNEO;Neive;004148;; 2.145 ; 3.431 ; 5.576 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 3.330 ; 7.650 ; 10.980 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 010 ;PIEMONTE;004;CUNEO;Neviglie;004149;; 418 ; 939 ; 1.357 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 864 ; 2.552 ; 3.416 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
